student_id,student_name,label,image_number,lighting,occlusion,attendance,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125,feat_126,feat_127
S010,Student_010,9,1,Bright,None,Absent,0.485459,-0.822283,-0.76725,0.908276,-0.603579,-0.764961,-0.952343,1.966167,-1.101737,-0.352212,-0.198704,0.506694,-0.222626,-0.265949,0.712201,-0.841327,0.629897,1.183058,0.42082,0.345346,-2.998304,0.040917,-0.841245,-0.252568,-2.623443,0.338139,-1.379272,-0.19868,1.202854,-0.112026,0.911041,-0.836404,0.898841,-1.305178,0.612787,0.832994,0.212479,-0.060825,-1.220221,-0.484767,1.152952,-0.262475,-1.77917,-0.658744,1.269206,0.766938,-1.164396,-1.371547,-1.224693,-1.907824,0.3376,2.738477,-1.199344,-0.188055,1.150795,0.440939,-0.477819,0.095769,-1.001946,-0.287628,0.395898,1.147849,-0.33151,0.095971,-1.268976,0.307419,0.283119,0.669554,-0.988896,-0.247253,-0.802251,1.013908,-0.091138,-1.603094,-0.571489,0.44227,-0.251667,-0.581588,-0.717685,-1.027784,-0.562546,-1.307983,0.860183,-0.621891,0.500723,0.786104,1.453163,0.730287,0.573439,0.346093,-1.074314,-1.04801,-0.123413,0.427306,-0.140729,1.361805,0.818008,-0.607878,0.342472,0.132956,-0.270258,-0.25326,0.916835,-0.096937,0.173836,-1.423609,1.100188,-0.91409,0.500815,-0.006925,-0.798498,0.198077,0.427899,-0.662345,0.249453,-0.046228,0.062885,0.13632,-1.023069,-0.36594,0.452422,-0.598531,0.818625,0.666191,-0.973894,-0.7147,-0.083928,-0.378865
S010,Student_010,9,2,Bright,None,Present,0.66714,-1.003354,-0.641528,0.515797,-0.142469,-1.248282,-0.624473,2.041968,-0.997514,0.599042,-0.19521,0.18401,-0.503348,0.065434,0.433617,-0.832803,1.340673,1.476134,0.707465,-0.394407,-3.296165,0.749691,-0.474748,-0.42586,-1.765388,0.588376,-1.514022,0.34149,0.524253,-0.989058,1.666827,-1.083832,0.157769,-1.402635,1.02225,0.732478,0.399826,-0.819697,-1.187869,-0.849528,1.117059,0.200137,-1.358367,-1.056524,0.926661,0.364544,-1.445194,-2.237739,-0.49437,-2.078357,-0.111216,2.418293,-1.937716,-0.546833,1.211406,0.355037,0.147892,0.257135,-0.921001,-0.162935,0.261824,0.790753,-0.371907,0.221417,-1.051042,0.214426,0.541427,0.530277,-1.547452,0.060086,-0.547505,1.108598,-0.086106,-2.2519,-0.2054,0.642418,0.241376,-0.171173,-0.61518,-0.868356,-0.695563,-0.679812,1.206118,-1.115213,-0.306553,-0.080943,0.646219,1.269036,0.549305,0.568451,-1.517787,-1.317355,-1.074839,0.834611,-0.54958,0.78625,0.89347,-0.617483,0.047197,-0.299345,-1.005413,-0.766042,0.804719,-0.310564,-0.2073,-0.557484,0.294453,-1.561605,0.281058,0.398707,-0.516087,0.119779,0.112265,0.025292,-0.248662,0.36243,0.074994,0.354067,-1.024803,-0.530288,-0.321539,0.416785,0.680019,0.59094,-1.051228,0.236095,-0.333739,-0.418433
S010,Student_010,9,3,Normal,None,Absent,0.168474,-1.077328,-1.127185,0.213225,-0.314189,-0.64181,-1.034604,2.270418,-0.372991,-0.059901,-0.073623,0.150681,-0.822541,-0.05841,0.296661,-0.840358,1.39573,1.458844,0.441465,0.215686,-3.328958,0.559415,-0.346782,-0.132581,-1.986611,1.11881,-1.718971,0.40989,0.595148,-0.318025,1.388789,-0.730498,0.451836,-1.262445,1.111234,1.412971,0.206656,-0.560058,-1.31658,-0.467456,1.080295,0.451067,-2.399117,-1.304112,0.730441,0.129168,-0.512613,-1.586381,-0.339573,-1.875518,0.07178,1.921656,-1.285467,-0.431979,1.152532,0.900633,-0.053807,-0.120963,-1.564839,-0.237712,0.531609,0.945367,-0.225695,-0.451643,-0.947249,0.685923,0.579359,0.945844,-0.577791,0.198176,-0.835418,0.779228,0.230068,-1.136505,0.21499,0.448621,0.555348,-0.526448,-0.85019,-0.650251,0.095411,-1.16186,0.658257,-0.889143,0.409123,-0.285842,1.013772,0.91224,0.906219,0.113562,-0.817105,-1.116335,-1.126833,0.771028,-0.508062,0.700929,1.104023,-1.257478,-0.739267,-0.714804,0.070351,-0.557871,1.025016,0.335518,-0.10819,-0.722239,0.682939,-1.146407,0.543149,0.714208,-0.467987,0.179485,0.082916,-0.728734,0.097862,-0.300952,0.318827,0.033115,-1.072328,0.057888,-0.013009,0.208063,1.034037,0.564652,-1.148865,0.011944,-0.1003,0.029732
S010,Student_010,9,4,Low,Partial,Present,-0.222108,-1.337333,-0.662688,0.44547,-0.769217,-0.183252,-0.828302,1.642994,-0.710058,-0.031141,-0.452276,0.154658,-0.956708,-0.300814,0.239125,-0.793601,1.543679,1.263351,0.637437,0.140027,-3.249446,0.634878,-0.26941,-0.259771,-1.790884,0.591882,-1.349743,0.416704,0.67722,-0.075964,0.735254,-0.548423,0.650761,-1.593659,1.339861,0.331936,0.955925,0.28376,-1.450961,-0.698956,0.936986,0.422496,-1.649749,-2.005375,1.36818,0.756064,-1.079707,-1.563835,-0.143685,-1.914797,0.359663,2.405314,-1.258961,-0.228749,1.923418,0.943463,-0.177592,-0.506223,-1.094046,-0.513439,0.375741,1.302804,-0.308067,-0.028523,-0.925196,0.622696,1.21592,0.313836,-0.641564,0.515577,-0.933247,0.44731,0.200029,-1.45764,-0.356406,0.552651,0.59989,-1.121269,-0.547418,-0.970283,0.054187,-0.607119,1.215854,-1.034294,0.323158,-0.091239,0.913045,1.261535,0.721585,0.4478,-0.654733,-1.17836,-1.156971,0.479892,-0.264013,1.350887,1.199075,-0.404792,0.299459,-0.072515,0.161179,-0.742113,1.788467,0.089085,0.549752,-1.117509,0.545781,-1.485975,0.76758,0.558195,0.192469,0.172457,0.586795,-0.015386,-0.015193,-0.025033,-0.123633,0.172516,-1.040447,-0.624016,-0.488415,0.00339,1.302349,0.686708,-1.261224,-0.698781,0.035102,-0.500261
S010,Student_010,9,5,Low,None,Present,0.620411,-0.935941,-0.75278,0.678684,-0.524173,0.143008,-0.870626,1.735816,-0.988554,0.035983,0.356952,0.516763,-0.777837,-0.191805,0.00502,-1.153743,1.134154,1.037144,0.293113,0.216829,-3.015276,-0.045974,-1.013874,-0.417278,-2.373857,-0.067085,-1.10989,0.089111,0.825024,-0.52585,0.874702,-0.623698,0.561223,-1.532008,0.848842,0.507753,0.346485,-0.465173,-1.531686,-0.374094,1.086754,0.199192,-1.270108,-0.946821,1.539528,0.233592,-1.386585,-1.569752,-0.423599,-2.054945,0.027641,2.168566,-1.452639,-0.193915,0.896596,0.618866,0.50594,-0.085515,-0.465775,-0.700834,0.468663,0.344813,-0.620246,-0.00047,-0.697846,-0.014456,1.095507,0.469534,-1.219416,0.016867,-1.018229,1.481966,-0.146907,-1.193318,0.093611,0.168091,0.608844,-0.360772,-0.897544,-0.852849,-0.70164,-0.373741,1.214222,-0.922482,0.501726,-0.420292,0.720865,1.013642,1.366675,0.031783,-1.560838,-1.502186,-0.573826,0.573663,0.025604,1.097507,0.955377,-0.664708,0.192639,-0.142197,-0.377683,-0.462256,1.445209,-0.185739,-0.893028,-0.598903,0.953527,-0.945097,0.535393,0.312936,-0.26246,0.573602,0.202618,0.708014,-0.456178,0.11067,-0.222394,0.324196,-1.578307,-0.552387,0.074993,0.177038,0.775109,0.444454,-0.924677,-0.239299,0.134898,0.201425
S010,Student_010,9,6,Bright,Masked,Present,0.674317,-0.929067,-1.120364,0.749491,-0.222072,-0.062919,-0.639576,2.014822,-0.734243,-0.223619,-0.222526,0.900748,-0.774036,-0.070493,0.507281,-0.975303,1.534409,1.662124,1.40661,-0.169645,-2.868472,0.450859,-0.597254,-0.446131,-1.84733,0.35351,-1.742478,0.1555,0.572775,-0.609235,1.32458,-0.787519,0.523207,-0.762129,1.451917,0.900727,0.164063,-0.150056,-0.644147,0.018857,0.720271,0.07067,-1.772932,-1.402549,1.593665,0.822102,-0.701368,-1.562327,-0.638476,-1.794991,-0.427509,2.862655,-1.819318,-0.308608,1.220818,-0.172209,0.111528,-0.43067,-0.949063,-0.402224,0.106215,0.771942,-0.203644,0.293536,-0.649247,0.304859,0.824495,0.955626,-1.207894,0.54216,-0.966101,1.305525,0.224215,-1.848947,-0.471511,0.445131,0.370943,-0.697075,-0.557614,-1.607369,-0.165252,-0.612068,1.426386,-0.729005,0.011264,-0.249994,0.701726,1.062722,0.441919,0.122402,-1.059978,-1.552351,-1.14292,0.817451,0.15328,1.128122,1.049287,-0.716674,0.223184,0.044097,-0.619419,-0.774709,1.687728,1.017067,0.233975,-1.105302,1.244902,-1.134178,0.582378,0.476109,-0.356721,0.185567,0.575035,-0.094696,0.196753,0.239105,0.096783,-0.391172,-1.352089,0.061382,0.357174,-0.147221,0.966861,0.682983,-0.695581,0.379453,-0.996199,0.358861
S010,Student_010,9,7,Normal,None,Present,0.896956,-0.89599,-1.542332,0.80416,-1.057572,-0.258032,-0.541703,1.883998,-0.454382,0.381213,-0.350602,0.459446,-0.26583,0.327208,0.062218,-0.740452,0.800875,0.884304,0.714201,0.093113,-2.647101,0.320438,-0.431546,-0.182823,-2.155926,0.276668,-1.113751,-0.046262,1.2594,-0.287134,0.751792,-0.587877,0.757177,-1.177907,0.988567,0.59397,0.872222,-0.423758,-1.667022,-0.2534,0.887473,-0.154764,-1.665679,-1.324347,0.979479,0.729836,-1.268148,-1.390148,-0.881395,-2.369627,-0.111203,3.008419,-1.43766,0.778587,1.411544,0.819754,-0.79535,-0.017964,-1.105309,-0.389882,0.202407,1.084683,-0.674154,0.437079,-1.060472,0.276119,0.662609,0.864677,-1.117158,0.06289,-1.255103,1.084042,-0.254186,-1.537736,-0.57454,0.888457,0.501029,-0.082584,-0.24118,-0.809809,-0.737434,-0.302663,0.691795,-0.98166,0.334355,0.281266,1.117338,0.969282,0.51389,1.113288,-1.06044,-1.117402,-1.059758,0.825322,0.132737,0.863789,1.117321,-0.196891,-0.146441,-6.9e-05,-0.522142,-0.446433,1.014215,-0.105661,-0.424712,-0.773439,0.804143,-0.446965,0.595756,0.347324,-0.820419,-0.048734,-0.203019,0.524052,0.099287,-0.113108,-0.158046,-0.19659,-1.286654,0.242666,0.255966,-0.336951,1.646888,0.278038,-1.04766,0.226416,-0.186792,-0.145325
S010,Student_010,9,8,Normal,Partial,Present,0.489316,-1.345872,-1.008433,0.362185,-0.886559,-0.405923,-0.407415,1.766948,-0.93397,0.113984,-0.139071,0.164793,-0.057003,-0.127579,0.566099,-1.53567,0.800454,1.339653,0.691637,-0.043672,-2.854532,0.702481,-0.533178,-0.433175,-1.974173,0.64303,-1.62036,0.3743,0.760054,-0.637197,1.919987,-1.117366,0.834948,-1.846718,1.228584,1.683529,0.785471,0.008137,-1.430825,-0.10796,1.184905,0.737751,-1.885028,-0.768482,1.381462,0.214071,-1.316338,-2.246117,-1.604492,-2.211225,-0.272247,2.475982,-1.989891,-0.281007,1.38285,0.576166,-0.472998,-0.365753,-0.754935,-0.785668,0.589746,1.514719,-0.72705,-0.051792,-1.183488,0.305639,1.451712,1.010993,-1.321244,-0.248903,-0.765414,1.093038,0.055171,-1.552278,0.316008,0.468252,0.101395,-0.354434,-0.375257,-1.216356,-0.676333,-1.348266,0.883402,-0.53611,0.32212,0.391464,0.749356,1.040353,0.124249,0.655289,-0.645824,-1.388842,-0.357966,0.681574,-0.251653,0.773875,1.19133,-0.742109,-0.141336,0.164704,-0.122446,-0.587019,1.077728,-0.111713,0.156715,-1.284047,0.446422,-1.05372,0.218437,0.558422,-0.363503,1.061852,-0.042708,-0.042704,-0.274137,0.643723,0.640278,-0.410134,-1.153206,-0.141401,0.162892,-0.047875,1.185021,1.156448,-0.628293,0.092617,-0.417787,0.300853
S010,Student_010,9,9,Low,None,Present,0.072224,-1.058343,-0.873431,0.776934,-0.473479,-0.818852,-0.378153,1.436058,-0.289814,-0.113491,-0.152736,0.289213,-0.555425,0.001533,0.51139,-0.627912,1.228707,0.806144,0.687432,-0.099285,-3.32338,0.337339,-0.33636,-0.171372,-1.58057,0.885781,-1.347697,0.273556,0.93325,-0.239161,1.362148,-0.763337,1.246028,-1.468641,1.467468,0.469703,0.712443,0.037686,-1.974166,-0.348955,1.324931,0.205551,-1.43959,-1.083861,0.924877,1.198326,-1.385061,-1.635583,-0.819094,-2.534118,-0.433188,2.017343,-1.269486,-0.368086,1.157699,0.429789,-0.12053,-0.361286,-0.858203,-0.177044,0.071893,1.360183,-0.617793,-0.183386,-1.388004,0.203999,0.880243,1.029718,-1.395755,0.830296,-0.510252,0.555226,-0.414872,-1.093214,0.153166,0.463901,0.288981,-0.861179,-0.188841,-1.283835,-0.141327,-0.450066,0.984533,-0.610854,0.676576,0.134695,0.893077,1.069312,0.473074,0.123253,-0.915924,-1.118055,-0.74742,0.30494,0.045544,1.177693,0.667125,-0.720994,-0.524308,-0.404632,-0.085489,-0.627628,1.731377,0.181705,0.172323,-1.125722,0.559681,-1.224898,0.135273,0.681397,-0.15316,0.437333,-0.062751,0.059858,-0.56086,0.458685,-0.259533,-0.275896,-1.069277,-0.090963,0.243124,-0.23575,1.293755,0.114302,-1.31539,-0.198722,-0.690607,0.362439
S010,Student_010,9,10,Normal,None,Present,0.519214,-0.380051,-0.92556,1.090435,-0.697521,-0.541916,-1.077981,2.208754,-0.766168,0.623099,-0.390246,0.084827,-0.313551,-0.23336,0.48048,-1.255708,1.122382,1.296801,1.123781,-0.073652,-2.889352,0.787357,-0.378543,0.079577,-1.147895,0.502464,-1.051492,0.272877,1.161891,-0.257824,1.536002,-0.446903,0.579352,-1.471579,1.158743,0.440062,0.653945,-0.169521,-1.455658,-0.377386,1.383865,0.354106,-1.275,-0.891627,1.285042,0.483451,-1.107302,-1.329784,-0.54576,-1.459811,-0.765659,2.548109,-1.572163,-0.685768,0.857365,0.887484,-0.116602,0.090791,-1.934952,0.053168,0.566479,0.690136,-0.197777,0.347288,-1.349307,0.257618,0.843236,0.090356,-1.269199,0.568094,-0.935305,1.559649,-0.050748,-1.756926,-0.206266,0.019435,0.372477,-0.569474,-0.713136,-1.421335,-0.419027,-0.79414,0.558985,-0.576799,0.20566,-0.20019,0.91704,1.340447,1.106862,0.829014,-0.508578,-1.467989,-1.058698,0.331569,0.400624,0.816794,1.381621,-1.151108,-0.174681,-0.252476,0.04374,-0.324613,0.576049,-0.087867,0.300974,-0.46872,0.799305,-0.950889,0.175714,0.803286,-0.771592,-0.165752,0.247969,-0.172335,0.230007,0.207133,0.642243,0.181607,-0.785916,-0.407618,0.478427,0.014309,0.805556,0.34933,-0.407698,-0.168691,-0.547861,0.199076
S010,Student_010,9,11,Normal,Masked,Present,-0.223065,-0.615252,-1.067669,1.095691,-0.26476,-0.045625,-1.007248,1.302509,-0.943551,-0.082384,-0.913883,0.078789,-0.67524,-0.589144,0.081806,-0.929187,1.196207,0.918234,0.694168,0.11093,-2.976536,0.228687,-0.791344,0.262661,-1.708286,0.795308,-1.47367,0.069217,1.051855,-1.019735,0.881659,-0.986323,0.464063,-1.568694,1.130973,0.900425,0.886217,0.348844,-1.780856,-0.346449,1.153965,0.125702,-1.878484,-1.399887,1.325273,0.204308,-1.186219,-1.839616,-0.582545,-2.137349,-0.108594,2.18734,-1.548747,0.215793,1.390222,0.845649,0.096421,-0.567416,-0.640233,-0.584333,0.507339,1.329187,-0.890826,0.112831,-0.79987,0.792319,0.841793,0.597085,-1.324616,-0.376143,-0.772781,0.92828,-0.082695,-1.946444,-0.291506,0.631348,0.446659,-1.069741,-0.373351,-1.061477,-0.450253,-1.565034,1.418157,-0.848098,-0.337154,0.166864,1.049011,1.456132,0.603063,0.356527,-1.241488,-0.889486,-1.080738,0.484024,0.052991,0.500898,1.483442,-0.147772,-0.104003,-0.428972,-0.22681,-0.679474,1.53716,-0.184172,0.176499,-0.76858,0.472334,-0.933093,0.718465,0.508284,-0.38333,0.055817,0.528931,0.274003,-0.110224,0.024495,0.554178,-0.279829,-0.922578,-0.319795,0.798372,0.116323,1.331864,0.391688,-1.244968,-0.236905,-0.232532,-0.157568
S010,Student_010,9,12,Normal,None,Present,0.096189,-1.397346,-0.743047,0.23495,-0.277184,-0.406583,-1.005411,1.509018,-0.704047,-0.118796,-0.053326,0.198395,-0.264224,-0.011151,0.133858,-0.990674,0.829968,0.926396,0.067909,0.352251,-2.602905,0.128024,-0.717805,-0.077996,-2.14319,0.875811,-1.663604,-0.523101,0.865579,-0.647023,1.260238,-0.851664,0.773396,-1.177848,1.128851,0.933222,0.468171,-0.812478,-1.285217,-0.171053,1.215003,0.069509,-1.375934,-1.053741,1.466184,0.461639,-1.662208,-1.819462,-0.909642,-1.990447,-0.129875,2.748643,-1.397154,-0.12338,1.686364,0.7633,-0.088026,-0.26009,-1.47674,-0.100579,-0.226988,0.825738,-0.566921,-0.444532,-0.943877,0.269537,0.615694,0.646197,-1.15765,-0.195312,-0.513344,0.401793,0.402216,-1.359289,0.086545,0.656982,0.231165,-0.743379,-0.592645,-0.736669,-0.641547,-0.808572,0.427028,-1.143651,-0.135316,0.558409,0.544435,1.208934,1.174312,0.654552,-0.592211,-0.567885,-0.828836,0.894453,0.131808,1.012888,1.129342,-0.210734,0.119608,-0.299125,-0.149037,-0.315601,0.938169,-0.206885,0.298398,-0.962689,0.551138,-1.143549,0.528445,0.813199,-0.211924,0.178973,0.587089,0.221467,0.310683,0.34976,-0.024465,-0.215714,-1.205391,0.14497,-0.089014,-0.297243,0.409616,0.243259,-1.107136,-0.129279,-0.656779,0.194236
S010,Student_010,9,13,Normal,None,Present,0.556206,-1.005189,-0.519397,-0.249444,-0.951493,-0.347311,-0.797024,2.01064,-0.53888,0.011131,-0.2926,0.918934,-0.154253,-0.052166,0.417491,-0.701567,1.337372,1.311129,0.381079,0.60523,-2.916739,1.02847,-0.335186,-0.31997,-1.482135,0.583945,-1.408554,-0.241685,1.102723,-0.617321,1.081714,-0.894155,0.732143,-1.765399,0.967877,1.170074,0.094657,-0.34142,-1.59142,-0.511748,1.606853,-0.365185,-1.323348,-1.268106,1.094852,0.154444,-1.00783,-1.823253,-0.720343,-1.818408,-0.206921,1.851419,-1.744203,0.082607,0.859942,0.422106,-0.276778,-0.364036,-1.164275,-0.595579,0.127084,1.090715,-0.425493,0.183602,-1.027678,0.791743,0.728608,0.878311,-0.590735,0.188656,-1.089371,1.038321,-0.344806,-1.601843,0.37569,0.091644,0.334146,-0.775112,-0.677571,-0.764052,-0.2993,-0.923189,0.775146,-0.806314,0.63459,-0.216102,1.519167,1.449218,1.106776,0.445458,-0.697307,-1.371519,-1.046104,0.981665,0.162083,0.824143,0.25202,-0.856594,-0.320142,0.135067,-0.385138,-0.723333,1.977629,0.363424,0.329906,-0.142113,0.91587,-1.236394,0.188537,0.7717,-1.030321,0.294318,-0.465668,-0.009708,0.269165,0.145606,0.411344,0.64969,-1.146926,0.690084,0.32875,0.382038,0.770431,1.105881,-0.557896,0.274808,-0.294985,-0.380974
S010,Student_010,9,14,Normal,None,Present,0.495839,-1.257737,-1.27113,0.79818,-0.667483,-0.328425,-1.469808,2.004628,-0.021752,0.453944,-0.112916,-0.091925,-0.578198,-0.154591,0.245269,-0.988783,1.718891,0.895764,0.47783,0.238209,-2.336329,0.333978,-0.930988,-0.887249,-1.141345,-0.079214,-1.425788,-0.335353,0.66804,-0.663805,0.629466,-0.381281,0.72966,-1.4329,0.858676,1.202538,0.495354,0.232417,-1.536288,-0.262967,0.740885,-1.3e-05,-1.241784,-0.771082,1.805545,0.621431,-0.863272,-1.578665,-0.74895,-2.305583,-0.225274,2.108038,-1.280578,0.14738,1.007269,1.082732,-0.502832,0.28704,-1.204409,-0.130026,0.678248,1.284182,-0.660253,0.072565,-1.239452,-0.353373,1.127588,0.235853,-0.893632,0.189233,-0.681662,0.727548,-0.296399,-1.515432,-0.160231,0.187558,0.467093,-0.269644,-0.440108,-1.119108,-0.13691,-0.669361,0.383846,-0.837742,0.702231,0.345881,1.291704,0.879032,0.733662,0.297988,-1.049317,-1.22316,-1.216278,0.771221,-0.160861,1.044464,0.993596,-1.304111,0.446623,0.117602,-0.465177,-0.635759,0.816319,0.033246,0.217499,-0.279302,0.64861,-0.990416,0.812662,0.134585,-0.36883,0.090776,0.225018,0.241664,-0.482706,0.395131,0.237816,0.102215,-0.700064,-0.389411,-0.136994,-0.210039,1.113562,0.471598,-1.13247,-0.459833,-0.258909,-0.01261
S010,Student_010,9,15,Bright,None,Present,0.165801,-1.232197,-0.30542,0.341999,-0.712891,-0.64986,-1.181957,1.562214,-1.007819,0.338317,-0.17165,0.96622,-0.82741,-0.458475,0.85408,-0.545614,1.204751,0.851373,1.129992,0.048245,-3.119804,0.767179,-0.398019,-0.595975,-1.885287,0.259184,-2.351383,-0.146089,0.746337,-0.816022,1.388626,-0.980225,0.743961,-1.674782,1.303896,0.493046,-0.234101,-0.022105,-1.658769,0.136438,1.279685,0.367041,-1.239395,-1.090924,1.290368,0.872315,-1.200593,-1.984285,-0.449315,-2.485452,0.240033,2.853757,-1.237506,0.161906,1.286674,0.717083,-0.517633,0.378064,-1.301415,-0.16569,0.319654,0.702988,-1.143578,-0.188159,-1.08534,0.198494,1.103404,0.697131,-0.94263,0.280462,-0.772213,0.710509,-0.081897,-1.494346,0.054744,0.413203,0.154804,-0.580646,-0.860891,-0.553431,-0.052861,-1.219588,1.21127,-1.454639,0.417871,-0.154601,1.053638,0.510515,0.336359,0.493539,-1.258919,-1.320859,-0.426932,1.415209,0.354434,0.541093,1.531859,-1.194382,-0.059273,0.00344,0.249424,-0.261045,1.045628,-0.231515,0.313803,-0.962785,0.740234,-1.41604,0.625683,0.628838,-0.785001,0.627139,0.352093,0.182647,-0.10066,0.115469,0.148925,0.015791,-1.052713,0.224722,0.587434,-0.257269,1.249371,0.97743,-0.915763,-0.014093,-0.163136,-0.259338
S010,Student_010,9,16,Low,Partial,Present,0.811435,-1.191273,-0.759614,0.370543,-0.705414,0.094356,-0.659352,1.852586,-0.193898,-0.71786,-0.249556,0.071505,-0.872,-0.659412,0.328226,-0.654955,1.045258,1.425153,0.627941,0.419727,-3.14144,-0.13751,-0.865436,-0.395602,-2.161422,0.316438,-1.106973,-0.331905,1.357098,-0.711062,0.842849,-0.788501,1.050138,-1.518474,0.850839,0.715745,0.813367,-0.527136,-1.268134,-0.354464,1.077308,-0.019637,-0.962342,-0.28711,0.988113,0.166488,-1.221767,-2.447734,-0.610552,-1.249203,-0.335505,2.775765,-1.156153,-0.444502,1.365412,0.855311,0.069925,0.094186,-0.81916,-0.502293,0.295648,1.549838,-0.143027,-0.122308,-1.1087,0.535895,0.944645,0.784039,-0.937455,-0.138351,-0.423173,1.057408,0.181137,-1.513373,-0.044778,0.595676,0.080222,-0.782317,-0.343272,-1.244564,-0.495571,-0.965569,1.080221,-0.698413,-0.344694,-0.163239,0.714005,1.020959,0.0983,0.693068,-1.030527,-1.109157,-0.619199,0.907181,0.225352,0.863967,1.034216,-0.472659,0.191689,0.505489,-0.285746,-0.339634,1.147859,0.149085,0.125886,-0.935947,0.481282,-0.812759,0.591228,0.922502,-0.411152,0.019319,0.189127,0.191491,-0.623511,0.05993,0.329827,0.130673,-1.211366,-0.513018,0.261373,-0.270001,1.155678,0.638462,-0.421916,-0.752625,-0.413327,0.215664
S010,Student_010,9,17,Normal,None,Present,0.489636,-1.384474,-1.21721,0.29583,-0.675243,-0.37557,-0.910876,1.90053,-0.748606,0.418728,0.563638,0.103633,-0.470757,-0.081294,0.435561,-0.667032,1.232968,1.044164,1.001456,0.130376,-3.106042,1.157252,-0.426194,-0.169791,-1.844745,0.45462,-1.313982,-0.135075,1.08362,-0.996834,0.826631,-0.199273,0.223579,-1.892773,0.661706,1.398008,-0.069201,-0.680028,-1.839458,-0.472879,0.979501,-0.014265,-0.996197,-1.48445,1.222495,0.589493,-1.528063,-1.619855,-0.744985,-1.739066,-0.188234,1.836466,-1.205126,0.435112,1.2589,0.479702,0.303063,0.420766,-1.206548,-0.33326,0.219467,0.602749,-0.707513,0.324647,-0.99982,-0.086685,0.932785,0.429488,-1.190123,-0.233791,-0.9883,1.232348,-0.126553,-1.752331,-0.183942,0.276329,0.008878,-0.162586,-0.35041,-0.993886,-0.351448,-0.858198,1.116189,-1.140988,0.381036,0.160374,0.866751,0.943035,0.948309,0.307782,-1.258314,-1.184241,-0.614929,0.268755,-0.033293,1.189832,0.952338,-0.644107,0.358105,0.254705,-0.459805,-0.573961,1.456185,0.333813,-0.01327,-0.818841,0.755518,-0.595037,0.775175,0.690245,-0.736116,0.235202,0.118984,0.386185,-0.058715,0.437815,-0.041298,-0.087023,-0.959428,0.318233,0.201415,-0.671542,0.484495,0.709475,-1.312848,-0.426296,-0.307634,-0.739159
S010,Student_010,9,18,Low,Masked,Present,0.548459,-1.19098,-0.713446,0.43651,-0.731548,-0.281752,-0.976765,1.99794,-0.743441,-0.19467,-0.524119,-0.275585,-0.986864,-0.732865,0.095599,-0.616705,1.086827,1.069118,0.399106,0.045501,-2.981539,0.089774,-0.252263,-0.343964,-1.808333,0.483984,-1.874102,0.508679,0.901221,-0.579637,1.390819,-1.094189,0.128147,-1.137809,1.3751,0.961915,0.710093,-0.773135,-1.509783,-0.588053,1.418586,0.278182,-1.24369,-1.31009,0.913708,0.886636,-1.226167,-1.446367,-0.644526,-1.190203,0.197564,2.403609,-1.590797,-0.178829,0.971109,0.604504,-0.316134,-0.076595,-1.400451,-0.312677,0.13359,1.127862,-0.179744,0.138796,-1.342363,0.209774,0.692919,0.435668,-0.524281,-0.011167,-0.814544,1.537367,0.129398,-1.652503,0.008379,0.386642,0.192161,-0.753411,-1.315189,-1.414966,-0.726131,-0.729978,1.016117,-0.575267,-0.238717,0.590341,1.453974,1.099999,0.490095,0.162577,-0.989205,-0.504091,-0.874167,0.277311,0.64194,0.748541,1.438942,-0.538219,-0.012454,0.276788,-0.548211,-0.62213,1.025535,-0.008233,0.17747,-0.640693,0.208617,-1.165769,0.346038,0.658075,-0.83261,0.529592,-0.152343,0.035144,0.347276,-0.306282,0.202437,0.004598,-1.397098,-0.5197,0.052688,-0.145861,0.892072,0.492099,-0.743325,0.075921,-0.770038,-0.079544
